utc_timestamp,cet_cest_timestamp,DE_load_actual_entsoe_power_statistics,DE_load_actual_entsoe_transparency,DE_load_forecast_entsoe_transparency,DE_price_day_ahead,DE_solar_capacity,DE_solar_generation_actual,DE_solar_profile,DE_wind_capacity,DE_wind_generation_actual,DE_wind_profile,DE_wind_offshore_capacity,DE_wind_offshore_generation_actual,DE_wind_offshore_profile,DE_wind_onshore_capacity,DE_wind_onshore_generation_actual,DE_wind_onshore_profile
2015-11-01T00:00:00Z,2015-11-01T01:00:00+0100,43367.01031,38915,38920,24.46,38948,0,0,42115,7414,0.176,3297,,,38819,7192,0.1853
2015-11-01T01:00:00Z,2015-11-01T02:00:00+0100,42275.25773,37926,37926,27.3,38948,0,0,42115,7119,0.169,3297,,,38819,6945,0.1789
2015-11-01T02:00:00Z,2015-11-01T03:00:00+0100,42305.15464,37816,37680,24.48,38948,0,0,42115,6782,0.161,3297,,,38819,6653,0.1714
2015-11-01T03:00:00Z,2015-11-01T04:00:00+0100,42648.45361,38281,37964,24.42,38948,0,0,42115,6142,0.1459,3297,,,38819,6022,0.1551
2015-11-01T04:00:00Z,2015-11-01T05:00:00+0100,42585.56701,38100,38181,24.85,38948,0,0,42115,5295,0.1257,3297,,,38819,5198,0.1339
2015-11-01T05:00:00Z,2015-11-01T06:00:00+0100,42482.47423,37842,39005,24.86,38948,2,0,42115,4925,0.117,3297,,,38819,4896,0.1261
2015-11-01T06:00:00Z,2015-11-01T07:00:00+0100,44148.45361,39607,41128,24.83,38948,820,0.021,42115,4885,0.116,3297,,,38819,4883,0.1258
2015-11-01T07:00:00Z,2015-11-01T08:00:00+0100,47718.5567,43131,43976,26.26,38948,4447,0.1142,42115,4337,0.103,3297,,,38819,4334,0.1117
2015-11-01T08:00:00Z,2015-11-01T09:00:00+0100,50690.72165,46235,47007,27.3,38948,8910,0.2288,42115,3064,0.0728,3297,,,38819,3060,0.0788
2015-11-01T09:00:00Z,2015-11-01T10:00:00+0100,52871.13402,46847,49250,26.93,38948,12439,0.3194,42115,1804,0.0428,3297,,,38819,1765,0.0455
2015-11-01T10:00:00Z,2015-11-01T11:00:00+0100,54977.31959,43903,51505,27.69,38948,14486,0.3719,42115,1277,0.0303,3297,,,38819,1185,0.0306
2015-11-01T11:00:00Z,2015-11-01T12:00:00+0100,54289.69072,42960,51224,25.81,38948,14844,0.3811,42115,1094,0.026,3297,,,38819,956,0.0246
2015-11-01T12:00:00Z,2015-11-01T13:00:00+0100,52273.19588,41641,49296,26.94,38948,13629,0.3499,42115,977,0.0232,3297,,,38819,843,0.0217
2015-11-01T13:00:00Z,2015-11-01T14:00:00+0100,50448.45361,41460,47654,27.26,38948,10554,0.271,42115,911,0.0216,3297,,,38819,826,0.0213
2015-11-01T14:00:00Z,2015-11-01T15:00:00+0100,49690.72165,42908,47007,28.56,38948,5814,0.1493,42115,897,0.0213,3297,,,38819,847,0.0218
2015-11-01T15:00:00Z,2015-11-01T16:00:00+0100,51126.80412,45836,47355,34.05,38948,1130,0.029,42115,1107,0.0263,3297,,,38819,1099,0.0283
2015-11-01T16:00:00Z,2015-11-01T17:00:00+0100,57439.17526,51910,51187,47.98,38948,20,0.0005,42115,1522,0.0361,3297,,,38819,1517,0.0391
2015-11-01T17:00:00Z,2015-11-01T18:00:00+0100,60060.82474,54235,53498,51.54,38948,0,0,42115,1988,0.0472,3297,,,38819,1986,0.0512
2015-11-01T18:00:00Z,2015-11-01T19:00:00+0100,58542.26804,52663,53475,50.34,38948,0,0,42115,2279,0.0541,3297,,,38819,2277,0.0586
2015-11-01T19:00:00Z,2015-11-01T20:00:00+0100,56021.64948,49843,51085,46.48,38948,0,0,42115,2782,0.066,3297,,,38819,2780,0.0716
2015-11-01T20:00:00Z,2015-11-01T21:00:00+0100,54129.89691,47686,49185,40,38948,0,0,42115,3248,0.0771,3297,,,38819,3246,0.0836
2015-11-01T21:00:00Z,2015-11-01T22:00:00+0100,53175.25773,46873,48235,36.9,38948,0,0,42115,3137,0.0745,3297,,,38819,3134,0.0807
2015-11-01T22:00:00Z,2015-11-01T23:00:00+0100,49557.73196,43633,45005,32.79,38948,0,0,42115,2727,0.0648,3297,,,38819,2720,0.0701
2015-11-01T23:00:00Z,2015-11-02T00:00:00+0100,46748.45361,41097,42835,28.3,38951,0,0,42135,2226,0.0528,3297,,,38838,2208,0.0568
2015-11-02T00:00:00Z,2015-11-02T01:00:00+0100,45277.31959,39509,40921,24.67,38951,0,0,42135,2130,0.0506,3297,,,38838,2106,0.0543
2015-11-02T01:00:00Z,2015-11-02T02:00:00+0100,44908.24742,39072,40142,24.84,38951,0,0,42135,1990,0.0472,3297,,,38838,1966,0.0506
2015-11-02T02:00:00Z,2015-11-02T03:00:00+0100,45691.75258,40168,40581,22.24,38951,0,0,42135,1904,0.0452,3297,,,38838,1881,0.0484
2015-11-02T03:00:00Z,2015-11-02T04:00:00+0100,47985.56701,42496,42254,23.8,38951,0,0,42135,1699,0.0403,3297,,,38838,1682,0.0433
2015-11-02T04:00:00Z,2015-11-02T05:00:00+0100,52775.25773,47513,45975,27.84,38951,0,0,42135,1691,0.0401,3297,,,38838,1672,0.0431
2015-11-02T05:00:00Z,2015-11-02T06:00:00+0100,62538.14433,56711,53850,39.11,38951,1,0,42135,1726,0.041,3297,,,38838,1711,0.0441
2015-11-02T06:00:00Z,2015-11-02T07:00:00+0100,68453.60825,62431,59592,49.05,38951,713,0.0183,42135,1760,0.0418,3297,,,38838,1750,0.045
2015-11-02T07:00:00Z,2015-11-02T08:00:00+0100,70894.84536,64648,62207,47.92,38951,4084,0.1048,42135,1677,0.0398,3297,,,38838,1666,0.0429
2015-11-02T08:00:00Z,2015-11-02T09:00:00+0100,71384.53608,65256,63111,46.47,38951,8492,0.218,42135,1366,0.0324,3297,,,38838,1332,0.0343
2015-11-02T09:00:00Z,2015-11-02T10:00:00+0100,72416.49485,66375,63919,37.75,38951,11817,0.3034,42135,783,0.0186,3297,,,38838,738,0.019
2015-11-02T10:00:00Z,2015-11-02T11:00:00+0100,73055.6701,67050,64830,38.16,38951,13553,0.348,42135,520,0.0123,3297,,,38838,474,0.0122
2015-11-02T11:00:00Z,2015-11-02T12:00:00+0100,72065.97938,66291,64421,35.56,38951,14107,0.3622,42135,336,0.0079,3297,,,38838,298,0.0077
2015-11-02T12:00:00Z,2015-11-02T13:00:00+0100,71389.69072,66011,63518,36.09,38951,12765,0.3277,42135,223,0.0053,3297,,,38838,192,0.0049
2015-11-02T13:00:00Z,2015-11-02T14:00:00+0100,70174.2268,65366,62049,37.97,38951,9626,0.2471,42135,204,0.0048,3297,,,38838,182,0.0047
2015-11-02T14:00:00Z,2015-11-02T15:00:00+0100,69586.59794,64618,61319,48.05,38951,4976,0.1278,42135,327,0.0078,3297,,,38838,290,0.0074
2015-11-02T15:00:00Z,2015-11-02T16:00:00+0100,69645.36082,64377,60734,50.07,38951,800,0.0205,42135,611,0.0145,3297,,,38838,570,0.0147
2015-11-02T16:00:00Z,2015-11-02T17:00:00+0100,74347.42268,68685,63382,57.69,38951,4,0.0001,42135,1066,0.0253,3297,,,38838,1004,0.0258
2015-11-02T17:00:00Z,2015-11-02T18:00:00+0100,75170.10309,69575,64886,67.74,38951,0,0,42135,1540,0.0366,3297,,,38838,1422,0.0366
2015-11-02T18:00:00Z,2015-11-02T19:00:00+0100,72978.35052,67539,64092,59.41,38951,0,0,42135,2082,0.0494,3297,,,38838,1853,0.0477
2015-11-02T19:00:00Z,2015-11-02T20:00:00+0100,68657.73196,63496,60367,46.96,38951,0,0,42135,2533,0.0601,3297,,,38838,2208,0.0568
2015-11-02T20:00:00Z,2015-11-02T21:00:00+0100,64614.43299,59502,56792,38.56,38951,0,0,42135,2664,0.0632,3297,,,38838,2332,0.0601
2015-11-02T21:00:00Z,2015-11-02T22:00:00+0100,60922.68041,55886,53321,37.75,38951,0,0,42135,2611,0.062,3297,,,38838,2258,0.0581
2015-11-02T22:00:00Z,2015-11-02T23:00:00+0100,55840.20619,50895,48798,33.03,38951,0,0,42135,2605,0.0618,3297,,,38838,2229,0.0574
2015-11-02T23:00:00Z,2015-11-03T00:00:00+0100,52518.5567,47512,45352,34.03,38952,0,0,42143,2490,0.0591,3297,,,38846,2115,0.0544
2015-11-03T00:00:00Z,2015-11-03T01:00:00+0100,50589.69072,45552,43383,32.25,38952,0,0,42143,2308,0.0548,3297,,,38846,1964,0.0506
2015-11-03T01:00:00Z,2015-11-03T02:00:00+0100,49874.2268,44817,42622,31.32,38952,0,0,42143,2092,0.0496,3297,,,38846,1826,0.047
2015-11-03T02:00:00Z,2015-11-03T03:00:00+0100,50409.27835,45451,43260,29.84,38952,0,0,42143,1902,0.0451,3297,,,38846,1652,0.0426
2015-11-03T03:00:00Z,2015-11-03T04:00:00+0100,52223.71134,47209,44919,30.92,38952,0,0,42143,1662,0.0394,3297,,,38846,1508,0.0388
2015-11-03T04:00:00Z,2015-11-03T05:00:00+0100,56004.12371,50779,48861,32.25,38952,0,0,42143,1600,0.038,3297,,,38846,1523,0.0392
2015-11-03T05:00:00Z,2015-11-03T06:00:00+0100,64701.03093,59444,57163,39.97,38952,0,0,42143,1643,0.039,3297,,,38846,1540,0.0396
2015-11-03T06:00:00Z,2015-11-03T07:00:00+0100,70422.68041,65399,63124,49.63,38952,621,0.016,42143,1683,0.0399,3297,,,38846,1571,0.0404
2015-11-03T07:00:00Z,2015-11-03T08:00:00+0100,72196.90722,67195,65695,49.96,38952,3970,0.1019,42143,1646,0.0391,3297,,,38846,1515,0.039
2015-11-03T08:00:00Z,2015-11-03T09:00:00+0100,72202.06186,67042,66170,46.06,38952,8558,0.2197,42143,1319,0.0313,3297,,,38846,1201,0.0309
2015-11-03T09:00:00Z,2015-11-03T10:00:00+0100,73309.27835,68448,66917,39.73,38952,12436,0.3193,42143,828,0.0196,3297,,,38846,677,0.0174
2015-11-03T10:00:00Z,2015-11-03T11:00:00+0100,74001.03093,69218,67577,36.1,38952,14243,0.3657,42143,481,0.0114,3297,,,38846,325,0.0084
2015-11-03T11:00:00Z,2015-11-03T12:00:00+0100,72902.06186,67989,66684,33.08,38952,14212,0.3648,42143,312,0.0074,3297,,,38846,212,0.0055
2015-11-03T12:00:00Z,2015-11-03T13:00:00+0100,72070.10309,67004,65908,34.94,38952,12178,0.3126,42143,220,0.0052,3297,,,38846,166,0.0043
2015-11-03T13:00:00Z,2015-11-03T14:00:00+0100,70627.83505,65533,64653,37.11,38952,8603,0.2209,42143,152,0.0036,3297,,,38846,132,0.0034
2015-11-03T14:00:00Z,2015-11-03T15:00:00+0100,70236.08247,65115,63761,49.4,38952,4133,0.1061,42143,163,0.0039,3297,,,38846,138,0.0036
2015-11-03T15:00:00Z,2015-11-03T16:00:00+0100,70690.72165,65322,63396,51.13,38952,531,0.0136,42143,293,0.007,3297,,,38846,224,0.0058
2015-11-03T16:00:00Z,2015-11-03T17:00:00+0100,75259.79381,69575,66748,61.99,38952,3,0.0001,42143,458,0.0109,3297,,,38846,385,0.0099
2015-11-03T17:00:00Z,2015-11-03T18:00:00+0100,75270.10309,69759,67898,67.19,38952,0,0,42143,653,0.0155,3297,,,38846,529,0.0136
2015-11-03T18:00:00Z,2015-11-03T19:00:00+0100,73632.98969,67982,66571,60.01,38952,0,0,42143,806,0.0191,3297,,,38846,576,0.0148
2015-11-03T19:00:00Z,2015-11-03T20:00:00+0100,69260.82474,63678,62404,46.08,38952,0,0,42143,860,0.0204,3297,,,38846,608,0.0156
2015-11-03T20:00:00Z,2015-11-03T21:00:00+0100,65188.65979,59593,58702,36.72,38952,0,0,42143,1160,0.0276,3297,,,38846,864,0.0222
2015-11-03T21:00:00Z,2015-11-03T22:00:00+0100,61237.1134,56063,55157,35.9,38952,0,0,42143,1497,0.0355,3297,,,38846,1162,0.03
2015-11-03T22:00:00Z,2015-11-03T23:00:00+0100,56208.24742,51287,50756,33.87,38952,0,0,42143,1869,0.0444,3297,,,38846,1528,0.0393
2015-11-03T23:00:00Z,2015-11-04T00:00:00+0100,52812.37113,47900,46314,33.23,38953,0,0,42160,2088,0.0495,3297,,,38863,1852,0.0476
2015-11-04T00:00:00Z,2015-11-04T01:00:00+0100,50995.87629,46129,44329,32.22,38953,0,0,42160,2600,0.0617,3297,,,38863,2344,0.0603
2015-11-04T01:00:00Z,2015-11-04T02:00:00+0100,50356.70103,45276,43454,31.02,38953,0,0,42160,2884,0.0684,3297,,,38863,2653,0.0683
2015-11-04T02:00:00Z,2015-11-04T03:00:00+0100,50906.18557,45856,44051,29.59,38953,0,0,42160,3264,0.0774,3297,,,38863,3101,0.0798
2015-11-04T03:00:00Z,2015-11-04T04:00:00+0100,52617.52577,47668,45770,29.83,38953,0,0,42160,3418,0.0811,3297,,,38863,3285,0.0845
2015-11-04T04:00:00Z,2015-11-04T05:00:00+0100,56713.40206,51631,49558,32.24,38953,0,0,42160,3780,0.0897,3297,,,38863,3651,0.0939
2015-11-04T05:00:00Z,2015-11-04T06:00:00+0100,65117.52577,60035,57689,44.62,38953,1,0,42160,4222,0.1002,3297,,,38863,4079,0.1049
2015-11-04T06:00:00Z,2015-11-04T07:00:00+0100,70684.53608,65679,63291,48.81,38953,335,0.0086,42160,4012,0.0952,3297,,,38863,3880,0.0999
2015-11-04T07:00:00Z,2015-11-04T08:00:00+0100,72419.58763,67101,65710,49.76,38953,2417,0.062,42160,3985,0.0946,3297,,,38863,3785,0.0974
2015-11-04T08:00:00Z,2015-11-04T09:00:00+0100,72263.91753,66675,66199,43.06,38953,5626,0.1444,42160,3560,0.0844,3297,,,38863,3354,0.0863
2015-11-04T09:00:00Z,2015-11-04T10:00:00+0100,72626.80412,67170,66943,39.14,38953,8859,0.2274,42160,2718,0.0645,3297,,,38863,2451,0.063
2015-11-04T10:00:00Z,2015-11-04T11:00:00+0100,73740.20619,68554,67720,38.95,38953,11674,0.2997,42160,2262,0.0536,3297,,,38863,1888,0.0486
2015-11-04T11:00:00Z,2015-11-04T12:00:00+0100,72961.85567,68395,66659,36.03,38953,12180,0.3127,42160,2045,0.0485,3297,,,38863,1585,0.0408
2015-11-04T12:00:00Z,2015-11-04T13:00:00+0100,71973.19588,67178,65922,41.53,38953,9729,0.2497,42160,1838,0.0436,3297,,,38863,1432,0.0368
2015-11-04T13:00:00Z,2015-11-04T14:00:00+0100,70732.98969,65832,64696,47.57,38953,6280,0.1612,42160,1953,0.0463,3297,,,38863,1445,0.0372
2015-11-04T14:00:00Z,2015-11-04T15:00:00+0100,70192.78351,65061,63799,52.33,38953,2855,0.0733,42160,2286,0.0542,3297,,,38863,1710,0.044
2015-11-04T15:00:00Z,2015-11-04T16:00:00+0100,70536.08247,65188,63735,55.1,38953,447,0.0114,42160,3315,0.0786,3297,,,38863,2539,0.0653
2015-11-04T16:00:00Z,2015-11-04T17:00:00+0100,75039.17526,69498,66950,63.02,38953,3,0.0001,42160,4434,0.1052,3297,,,38863,3509,0.0903
2015-11-04T17:00:00Z,2015-11-04T18:00:00+0100,75426.80412,69717,67506,64.1,38953,0,0,42160,5151,0.1222,3297,,,38863,4224,0.1087
2015-11-04T18:00:00Z,2015-11-04T19:00:00+0100,73331.95876,67831,65953,54.56,38953,0,0,42160,5523,0.131,3297,,,38863,4506,0.116
2015-11-04T19:00:00Z,2015-11-04T20:00:00+0100,68922.68041,63563,61802,43.01,38953,0,0,42160,5347,0.1268,3297,,,38863,4469,0.115
2015-11-04T20:00:00Z,2015-11-04T21:00:00+0100,64784.53608,59239,58119,37.44,38953,0,0,42160,5102,0.121,3297,,,38863,4230,0.1088
2015-11-04T21:00:00Z,2015-11-04T22:00:00+0100,60898.96907,55776,54583,36.07,38953,0,0,42160,4888,0.1159,3297,,,38863,3910,0.1006
2015-11-04T22:00:00Z,2015-11-04T23:00:00+0100,55700,50925,49855,32.21,38953,0,0,42160,4940,0.1172,3297,,,38863,3838,0.0988
2015-11-04T23:00:00Z,2015-11-05T00:00:00+0100,52092.78351,47496,46533,32.01,38956,0,0,42204,4717,0.1118,3297,,,38908,3684,0.0947
2015-11-05T00:00:00Z,2015-11-05T01:00:00+0100,49987.62887,45232,44457,31.65,38956,0,0,42204,4332,0.1026,3297,,,38908,3307,0.085
2015-11-05T01:00:00Z,2015-11-05T02:00:00+0100,49053.60825,44136,43556,31.47,38956,0,0,42204,4236,0.1004,3297,,,38908,3151,0.081
2015-11-05T02:00:00Z,2015-11-05T03:00:00+0100,49554.63918,44634,44112,31.92,38956,0,0,42204,4300,0.1019,3297,,,38908,3088,0.0794
2015-11-05T03:00:00Z,2015-11-05T04:00:00+0100,51322.68041,46384,45539,31.91,38956,0,0,42204,4019,0.0952,3297,,,38908,2877,0.074
2015-11-05T04:00:00Z,2015-11-05T05:00:00+0100,55360.82474,50328,49279,33.46,38956,0,0,42204,3893,0.0922,3297,,,38908,2857,0.0734
2015-11-05T05:00:00Z,2015-11-05T06:00:00+0100,64237.1134,59013,57549,42,38956,1,0,42204,3949,0.0935,3297,,,38908,2988,0.0768
2015-11-05T06:00:00Z,2015-11-05T07:00:00+0100,70106.18557,64803,63506,52.55,38956,284,0.0073,42204,3673,0.087,3297,,,38908,2847,0.0732
2015-11-05T07:00:00Z,2015-11-05T08:00:00+0100,71613.40206,66429,63118,54.69,38956,2206,0.0566,42204,3582,0.0849,3297,,,38908,2698,0.0693
2015-11-05T08:00:00Z,2015-11-05T09:00:00+0100,71023.71134,65763,65928,46.06,38956,5690,0.1461,42204,3085,0.0731,3297,,,38908,2217,0.057
2015-11-05T09:00:00Z,2015-11-05T10:00:00+0100,71964.94845,67044,66812,44.07,38956,10240,0.2629,42204,2598,0.0615,3297,,,38908,1601,0.0412
2015-11-05T10:00:00Z,2015-11-05T11:00:00+0100,72794.84536,68535,67643,41.98,38956,12834,0.3294,42204,2423,0.0574,3297,,,38908,1409,0.0362
2015-11-05T11:00:00Z,2015-11-05T12:00:00+0100,71684.53608,67674,64138,37.06,38956,12925,0.3318,42204,2300,0.0545,3297,,,38908,1350,0.0347
2015-11-05T12:00:00Z,2015-11-05T13:00:00+0100,70813.40206,66794,65996,40.3,38956,11158,0.2864,42204,2153,0.051,3297,,,38908,1280,0.0329
2015-11-05T13:00:00Z,2015-11-05T14:00:00+0100,69688.65979,65351,64938,45.96,38956,7917,0.2032,42204,1958,0.0464,3297,,,38908,1168,0.03
2015-11-05T14:00:00Z,2015-11-05T15:00:00+0100,69110.30928,64581,64050,52.01,38956,3794,0.0974,42204,1980,0.0469,3297,,,38908,1273,0.0327
2015-11-05T15:00:00Z,2015-11-05T16:00:00+0100,69706.18557,64763,64194,53.93,38956,474,0.0122,42204,2695,0.0638,3297,,,38908,1914,0.0492
2015-11-05T16:00:00Z,2015-11-05T17:00:00+0100,74563.91753,69220,67491,70.38,38956,4,0.0001,42204,3892,0.0922,3297,,,38908,3100,0.0797
2015-11-05T17:00:00Z,2015-11-05T18:00:00+0100,75059.79381,69363,67991,69.01,38956,0,0,42204,5224,0.1238,3297,,,38908,4205,0.1081
2015-11-05T18:00:00Z,2015-11-05T19:00:00+0100,72925.7732,67302,66271,58.05,38956,0,0,42204,6470,0.1533,3297,,,38908,5120,0.1316
2015-11-05T19:00:00Z,2015-11-05T20:00:00+0100,68434.02062,63369,62052,46.44,38956,0,0,42204,6986,0.1655,3297,,,38908,5750,0.1478
2015-11-05T20:00:00Z,2015-11-05T21:00:00+0100,64498.96907,59368,58168,37.45,38956,0,0,42204,7557,0.179,3297,,,38908,6137,0.1577
2015-11-05T21:00:00Z,2015-11-05T22:00:00+0100,60647.42268,55876,54673,37.19,38956,0,0,42204,7918,0.1876,3297,,,38908,6235,0.1602
2015-11-05T22:00:00Z,2015-11-05T23:00:00+0100,55758.76289,51141,50293,33.68,38956,0,0,42204,7884,0.1868,3297,,,38908,6017,0.1546
2015-11-05T23:00:00Z,2015-11-06T00:00:00+0100,51796.90722,47606,46677,29.12,38959,0,0,42232,7636,0.1808,3297,,,38935,5800,0.149
2015-11-06T00:00:00Z,2015-11-06T01:00:00+0100,49654.63918,45612,44621,28.21,38959,0,0,42232,7270,0.1722,3297,,,38935,5598,0.1438
2015-11-06T01:00:00Z,2015-11-06T02:00:00+0100,48694.84536,44751,43775,26.99,38959,0,0,42232,6935,0.1642,3297,,,38935,5664,0.1455
2015-11-06T02:00:00Z,2015-11-06T03:00:00+0100,49315.46392,45325,44286,27.11,38959,0,0,42232,7290,0.1726,3297,,,38935,5849,0.1502
2015-11-06T03:00:00Z,2015-11-06T04:00:00+0100,50891.75258,46787,43963,26.76,38959,0,0,42232,7424,0.1758,3297,,,38935,6022,0.1546
2015-11-06T04:00:00Z,2015-11-06T05:00:00+0100,54796.90722,50287,49333,29.98,38959,0,0,42232,8116,0.1922,3297,,,38935,6561,0.1685
2015-11-06T05:00:00Z,2015-11-06T06:00:00+0100,63357.73196,58954,55225,36.66,38959,2,0,42232,8545,0.2023,3297,,,38935,6939,0.1782
2015-11-06T06:00:00Z,2015-11-06T07:00:00+0100,69029.89691,64635,63524,44.77,38959,174,0.0044,42232,8919,0.2112,3297,,,38935,7307,0.1877
2015-11-06T07:00:00Z,2015-11-06T08:00:00+0100,71455.6701,66404,66016,45.04,38959,1306,0.0335,42232,8864,0.2099,3297,,,38935,7522,0.1932
2015-11-06T08:00:00Z,2015-11-06T09:00:00+0100,71840.20619,66825,66301,43.88,38959,3558,0.0913,42232,8213,0.1945,3297,,,38935,7105,0.1825
2015-11-06T09:00:00Z,2015-11-06T10:00:00+0100,72772.16495,68664,67314,44.76,38959,6181,0.1587,42232,7563,0.1791,3297,,,38935,6567,0.1687
2015-11-06T10:00:00Z,2015-11-06T11:00:00+0100,73257.73196,69569,67871,44.49,38959,7760,0.1992,42232,7233,0.1713,3297,,,38935,6232,0.1601
2015-11-06T11:00:00Z,2015-11-06T12:00:00+0100,71831.95876,68315,66945,41.66,38959,7836,0.2011,42232,7016,0.1662,3297,,,38935,5906,0.1517
2015-11-06T12:00:00Z,2015-11-06T13:00:00+0100,70156.70103,66686,65834,38.45,38959,6955,0.1785,42232,6747,0.1598,3297,,,38935,5637,0.1448
2015-11-06T13:00:00Z,2015-11-06T14:00:00+0100,68404.12371,65140,64280,37.08,38959,4678,0.1201,42232,6816,0.1614,3297,,,38935,5500,0.1413
2015-11-06T14:00:00Z,2015-11-06T15:00:00+0100,67790.72165,64162,63156,37.67,38959,1742,0.0447,42232,7221,0.171,3297,,,38935,5624,0.1444
2015-11-06T15:00:00Z,2015-11-06T16:00:00+0100,68827.83505,64534,63316,40.01,38959,187,0.0048,42232,7453,0.1765,3297,,,38935,5848,0.1502
2015-11-06T16:00:00Z,2015-11-06T17:00:00+0100,72655.6701,68497,66411,45.28,38959,3,0.0001,42232,8192,0.194,3297,,,38935,6456,0.1658
2015-11-06T17:00:00Z,2015-11-06T18:00:00+0100,72229.89691,67571,66576,47.42,38959,0,0,42232,9116,0.2158,3297,,,38935,7422,0.1906
2015-11-06T18:00:00Z,2015-11-06T19:00:00+0100,69764.94845,65356,64878,42.87,38959,0,0,42232,10383,0.2458,3297,,,38935,8487,0.218
2015-11-06T19:00:00Z,2015-11-06T20:00:00+0100,65278.35052,61389,60446,34.38,38959,0,0,42232,11680,0.2766,3297,,,38935,9584,0.2462
2015-11-06T20:00:00Z,2015-11-06T21:00:00+0100,61216.49485,57396,56515,31.61,38959,0,0,42232,12857,0.3044,3297,,,38935,10543,0.2708
2015-11-06T21:00:00Z,2015-11-06T22:00:00+0100,58001.03093,54666,53299,31.38,38959,0,0,42232,13972,0.3308,3297,,,38935,11502,0.2954
2015-11-06T22:00:00Z,2015-11-06T23:00:00+0100,53670.10309,50390,49146,24.44,38959,0,0,42232,14882,0.3524,3297,,,38935,12380,0.318
2015-11-06T23:00:00Z,2015-11-07T00:00:00+0100,49882.47423,46854,45455,27.75,38959,0,0,42235,15040,0.3561,3297,,,38938,12550,0.3223
2015-11-07T00:00:00Z,2015-11-07T01:00:00+0100,47394.84536,44475,43165,24.41,38959,0,0,42235,14944,0.3538,3297,,,38938,12530,0.3218
2015-11-07T01:00:00Z,2015-11-07T02:00:00+0100,46110.30928,43233,42034,22.25,38959,0,0,42235,14532,0.3441,3297,,,38938,12375,0.3178
2015-11-07T02:00:00Z,2015-11-07T03:00:00+0100,45612.37113,42898,41927,20.43,38959,0,0,42235,13990,0.3312,3297,,,38938,12202,0.3134
2015-11-07T03:00:00Z,2015-11-07T04:00:00+0100,46118.5567,43220,42460,21.29,38959,0,0,42235,12654,0.2996,3297,,,38938,11150,0.2864
2015-11-07T04:00:00Z,2015-11-07T05:00:00+0100,46727.83505,43713,43153,24.32,38959,0,0,42235,11452,0.2712,3297,,,38938,10319,0.265
2015-11-07T05:00:00Z,2015-11-07T06:00:00+0100,48878.35052,45825,45169,24.57,38959,1,0,42235,10382,0.2458,3297,,,38938,9430,0.2422
2015-11-07T06:00:00Z,2015-11-07T07:00:00+0100,52039.17526,48933,48952,28.53,38959,65,0.0017,42235,9729,0.2304,3297,,,38938,8747,0.2246
2015-11-07T07:00:00Z,2015-11-07T08:00:00+0100,55892.78351,52996,52645,32.03,38959,650,0.0167,42235,8710,0.2062,3297,,,38938,7806,0.2005
2015-11-07T08:00:00Z,2015-11-07T09:00:00+0100,58880.41237,55924,55594,35.97,38959,2055,0.0528,42235,7876,0.1865,3297,,,38938,6915,0.1776
2015-11-07T09:00:00Z,2015-11-07T10:00:00+0100,60286.59794,57706,57251,36.81,38959,3906,0.1003,42235,7450,0.1764,3297,,,38938,6247,0.1604
2015-11-07T10:00:00Z,2015-11-07T11:00:00+0100,61678.35052,58328,57646,38.05,38959,5440,0.1396,42235,8115,0.1921,3297,,,38938,6397,0.1643
2015-11-07T11:00:00Z,2015-11-07T12:00:00+0100,60911.34021,58275,56336,37.83,38959,5834,0.1498,42235,8890,0.2105,3297,,,38938,6841,0.1757
2015-11-07T12:00:00Z,2015-11-07T13:00:00+0100,58929.89691,56314,54307,35.72,38959,5032,0.1291,42235,9389,0.2223,3297,,,38938,7070,0.1816
2015-11-07T13:00:00Z,2015-11-07T14:00:00+0100,57500,54880,52400,33.2,38959,3720,0.0955,42235,10225,0.2421,3297,,,38938,7705,0.1979
2015-11-07T14:00:00Z,2015-11-07T15:00:00+0100,57359.79381,54725,51786,31.63,38959,1828,0.0469,42235,11210,0.2654,3297,,,38938,8654,0.2222
2015-11-07T15:00:00Z,2015-11-07T16:00:00+0100,58747.42268,56011,52640,32.05,38959,246,0.0063,42235,12648,0.2995,3297,,,38938,10077,0.2588
2015-11-07T16:00:00Z,2015-11-07T17:00:00+0100,63538.14433,59874,56828,41.07,38959,3,0.0001,42235,15016,0.3555,3297,,,38938,12461,0.32
2015-11-07T17:00:00Z,2015-11-07T18:00:00+0100,63552.57732,59972,57781,41.81,38959,0,0,42235,17762,0.4206,3297,,,38938,15256,0.3918
2015-11-07T18:00:00Z,2015-11-07T19:00:00+0100,61289.69072,57278,55851,32.99,38959,0,0,42235,20306,0.4808,3297,,,38938,17859,0.4586
2015-11-07T19:00:00Z,2015-11-07T20:00:00+0100,57093.81443,53006,52415,28.43,38959,0,0,42235,22848,0.541,3297,,,38938,20327,0.522
2015-11-07T20:00:00Z,2015-11-07T21:00:00+0100,54254.63918,50146,49610,22.09,38959,0,0,42235,24843,0.5882,3297,,,38938,22262,0.5717
2015-11-07T21:00:00Z,2015-11-07T22:00:00+0100,52238.14433,48953,47852,21.65,38959,0,0,42235,25757,0.6098,3297,,,38938,23170,0.595
2015-11-07T22:00:00Z,2015-11-07T23:00:00+0100,48647.42268,45404,44562,11.93,38959,0,0,42235,25879,0.6128,3297,,,38938,23282,0.598
